Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
TAF12	ENST00000263974	1	0	73	24	6	8	3.1700e-01	NA	0	7	High
ID1	ENST00000376112	0	0	11	0	3	0	1.8450e+00	NA	0	5	Low
PIK3CB	ENST00000477593	0	1	10	0	3	0	2.5200e-01	NA	0	3	Low
TBC1D17	ENST00000221543	1	0	30	8	9	0	1.2060e+00	NA	0	6	Moderate
OR4N5	ENST00000333629	0	0	0	0	0	0	1.4720e+00	NA	0	0	Unknown
STPG1	ENST00000374409	6	0	31	45	10	13	1.3390e+00	NA	0	6	Moderate
COX8A	ENST00000314133	0	0	10	0	3	0	1.8370e+00	NA	0	5	Low
CDCA4	ENST00000336219	0	0	11	0	6	0	1.3830e+00	NA	0	6	Moderate
C2orf44	ENST00000295148	0	0	11	0	3	0	7.8200e-01	NA	0	6	Moderate
ZNF534	ENST00000332323	0	1	13	0	10	0	1.8890e+00	NA	0	3	Low
IMMP1L	ENST00000278200	1	0	32	8	4	8	1.4150e+00	NA	0	6	Moderate
FTMT	ENST00000321339	0	0	0	0	0	0	1.4590e+00	NA	0	1	Unknown
NIPSNAP3B	ENST00000374762	0	0	8	0	4	0	1.6110e+00	NA	0	5	Low
MMP15	ENST00000219271	1	0	67	8	23	8	4.8000e-01	NA	0	6	Moderate
PWP2	ENST00000291576	0	0	20	0	10	0	4.9900e-01	NA	0	6	Moderate
DNAH11	ENST00000328843	0	0	2	0	1	0	6.7400e-01	30	3	7	High
DNAL4	ENST00000216068	0	0	29	0	4	0	1.7020e+00	NA	0	5	Low
MTMR14	ENST00000296003	1	0	22	8	4	8	6.9100e-01	NA	0	6	Moderate
IPP	ENST00000396478	1	0	10	5	2	5	6.8700e-01	NA	0	6	Moderate
TMEM59	ENST00000234831	1	0	35	8	13	0	1.4650e+00	NA	0	6	Moderate
RGS4	ENST00000421743	1	0	25	13	6	8	1.4400e+00	NA	0	6	Moderate
DDX18	ENST00000263239	0	0	22	0	4	0	4.5200e-01	NA	0	6	Moderate
SNX6	ENST00000362031	0	0	1	0	1	0	4.2300e-01	NA	0	6	Moderate
PP13004	ENST00000381493	1	1	22	8	10	8	1.8830e+00	NA	0	3	Low
ZNHIT2	ENST00000310597	0	0	5	0	3	0	1.4340e+00	NA	0	6	Moderate
NCDN	ENST00000373243	0	0	45	16	3	0	1.7500e-01	NA	0	7	High
RAG1	ENST00000299440	0	0	15	0	10	0	7.3600e-01	30	3	7	High
TMEM104	ENST00000335464	0	0	20	0	9	0	7.9600e-01	NA	0	6	Moderate
OR4D10	ENST00000530162	1	1	7	13	4	0	1.5950e+00	NA	0	3	Low
POMT1	ENST00000372228	0	0	19	0	7	0	9.3400e-01	NA	4	8	High
PTPN5	ENST00000358540	0	1	52	8	4	0	5.6000e-01	NA	0	3	Low
CYP1A1	ENST00000379727	0	0	27	0	4	0	1.7780e+00	NA	0	5	Low
LRRC8A	ENST00000259324	3	1	58	24	21	0	3.4700e-01	NA	0	3	Low
OGFOD2	ENST00000397389	1	1	63	21	7	0	1.7700e+00	NA	0	3	Low
ARSH	ENST00000381130	0	0	0	0	0	0	1.3940e+00	NA	0	0	Unknown
CAPN1	ENST00000527323	1	0	36	8	7	8	7.0600e-01	NA	0	6	Moderate
NME1-NME2	ENST00000393198	0	0	3	0	0	0	1.4620e+00	NA	0	2	Low
DDHD2	ENST00000397166	0	1	46	0	9	0	7.6900e-01	NA	0	3	Low
AKR1B15	ENST00000457545	0	0	38	0	14	0	1.9280e+00	NA	0	5	Low
GRIK2	ENST00000421544	3	0	64	37	8	8	2.6200e-01	30	0	8	High
GNRHR	ENST00000226413	0	0	4	0	3	0	7.5000e-01	NA	0	6	Moderate
PPBP	ENST00000296028	0	0	7	0	2	0	1.5970e+00	NA	0	5	Low
HTR3A	ENST00000355556	2	0	38	16	8	8	1.1410e+00	NA	0	6	Moderate
ZBED1	ENST00000381223	1	0	5	8	4	8	7.8200e-01	NA	0	6	Moderate
AL135998.1	ENST00000399979	0	0	0	0	0	0	1.9370e+00	NA	0	0	Unknown
ANKRD49	ENST00000544612	3	0	66	32	2	16	1.3440e+00	NA	0	6	Moderate
BTF3	ENST00000380591	0	0	33	0	13	0	5.2700e-01	NA	0	6	Moderate
SLITRK4	ENST00000381779	0	0	33	0	9	0	4.2200e-01	NA	0	6	Moderate
SARS	ENST00000234677	0	0	11	0	6	0	2.1300e-01	NA	0	7	High
CACNB1	ENST00000394303	0	1	27	8	19	0	3.7600e-01	NA	0	3	Low
GAGE2B	ENST00000381725	0	0	0	0	0	0	1.9480e+00	NA	0	1	Unknown
KDM6A	ENST00000377967	0	0	6	0	1	0	1.6100e-01	3	0	8	High
QKI	ENST00000361752	0	0	33	0	8	0	4.3700e-01	NA	0	6	Moderate
SETMAR	ENST00000358065	0	0	8	0	3	0	1.1300e+00	NA	0	6	Moderate
SLX1A	ENST00000251303	0	0	0	0	0	0	1.1600e+00	NA	0	1	Unknown
EML3	ENST00000394773	0	0	17	0	8	0	5.6200e-01	NA	0	6	Moderate
MAN2B1	ENST00000456935	0	0	6	0	4	0	9.6700e-01	30	6	8	High
ACADL	ENST00000233710	0	0	24	0	12	0	1.1620e+00	NA	0	6	Moderate
OFD1	ENST00000340096	0	0	36	0	5	0	3.2200e-01	3	3	8	High
DEFB114	ENST00000322066	0	0	0	0	0	0	1.8920e+00	NA	0	0	Unknown
CGA	ENST00000369582	0	0	13	0	7	0	1.0550e+00	NA	0	6	Moderate
KDM4B	ENST00000159111	0	0	23	0	5	0	1.7100e-01	NA	0	7	High
LRRC10	ENST00000361484	5	1	47	40	3	16	8.7800e-01	NA	0	3	Low
PEX16	ENST00000241041	0	0	2	0	1	0	8.2500e-01	30	0	8	High
GNG12	ENST00000370982	0	0	24	0	2	0	1.0550e+00	NA	0	6	Moderate
CHRM1	ENST00000306960	2	0	67	24	13	8	2.1300e-01	NA	0	7	High
UFL1	ENST00000369278	0	0	8	0	3	0	8.4300e-01	NA	0	6	Moderate
UBN2	ENST00000473989	0	0	0	0	0	0	2.1300e-01	NA	0	0	Unknown
CD53	ENST00000271324	0	0	24	0	12	0	9.9100e-01	NA	0	6	Moderate
DBH	ENST00000393056	0	0	0	0	0	0	1.0050e+00	30	0	1	Unknown
TFAP2B	ENST00000393655	0	2	26	0	4	0	2.5900e-01	3	0	3	Low
AL136218.1	ENST00000400396	0	0	0	0	0	0	1.8330e+00	NA	0	0	Unknown
HIST1H2BJ	ENST00000607124	0	0	0	0	0	0	1.8330e+00	NA	0	0	Unknown
ARPC4-TTLL3	ENST00000397256	0	0	0	0	0	0	1.0770e+00	NA	0	1	Unknown
FAM46D	ENST00000538312	1	0	54	13	3	0	5.1200e-01	NA	0	6	Moderate
TMEM11	ENST00000317635	0	1	38	0	18	0	4.3400e-01	NA	0	3	Low
IPO13	ENST00000372343	1	0	70	16	13	8	1.9800e-01	NA	0	7	High
PCCB	ENST00000469217	0	0	0	0	0	0	8.9400e-01	NA	4	1	Unknown
PRSS56	ENST00000449534	0	0	22	0	15	0	6.9800e-01	NA	0	8	High
COMMD5	ENST00000450361	1	0	51	8	9	0	1.8130e+00	NA	0	5	Low
SUV420H1	ENST00000304363	0	0	37	0	5	0	7.8000e-02	NA	0	7	High
ARHGAP15	ENST00000295095	1	1	22	8	3	0	9.0300e-01	NA	0	3	Low
HDHD2	ENST00000300605	0	1	16	0	6	0	1.4880e+00	NA	0	3	Low
LTBR	ENST00000228918	1	0	31	8	14	8	4.9100e-01	NA	0	6	Moderate
TDRKH	ENST00000368822	2	1	68	32	7	0	5.2000e-01	NA	0	3	Low
IGDCC3	ENST00000327987	2	0	20	16	6	8	7.6700e-01	NA	0	6	Moderate
PSG4	ENST00000405312	1	0	34	8	11	8	1.9430e+00	NA	0	5	Low
ANKLE2	ENST00000357997	0	0	4	0	3	0	8.4700e-01	NA	0	6	Moderate
GNB4	ENST00000232564	0	0	27	0	2	0	6.9800e-01	NA	0	6	Moderate
NBPF3	ENST00000318249	2	0	51	16	11	0	1.1510e+00	NA	0	6	Moderate
OSBP	ENST00000263847	3	0	52	29	5	8	2.6000e-01	NA	0	7	High
SLC9A3	ENST00000264938	0	0	0	0	0	0	3.1000e-01	NA	0	1	Unknown
SPATA4	ENST00000280191	0	0	12	0	5	0	1.5080e+00	NA	0	6	Moderate
DOCK11	ENST00000276202	0	0	3	0	1	0	3.7300e-01	NA	0	6	Moderate
PRR5	ENST00000403581	2	0	80	26	3	8	6.3500e-01	NA	0	6	Moderate
SLC39A5	ENST00000266980	1	0	38	29	1	8	1.2000e+00	NA	0	6	Moderate
RPRD1B	ENST00000373433	0	0	37	0	10	0	6.0300e-01	NA	0	6	Moderate
SPRR2B	ENST00000341611	0	0	7	0	5	0	NA	NA	0	6	Moderate
SMTNL2	ENST00000389313	0	0	5	0	4	0	9.8100e-01	NA	0	6	Moderate
ADRA1A	ENST00000380586	2	0	42	21	9	8	1.3930e+00	NA	0	6	Moderate
ASAH1	ENST00000381733	1	0	15	8	3	0	1.1800e+00	30	0	8	High
OVCA2	ENST00000572195	0	0	1	0	0	0	1.8890e+00	NA	0	2	Low
GIPR	ENST00000590918	0	0	14	0	7	0	1.7580e+00	NA	0	5	Low
AHI1	ENST00000367800	0	0	28	0	9	0	9.5000e-01	30	4	8	High
GORAB	ENST00000367763	0	0	0	0	0	0	9.8700e-01	30	0	1	Unknown
NADSYN1	ENST00000319023	0	1	18	0	11	0	9.3900e-01	NA	0	3	Low
FAM221B	ENST00000423537	1	0	35	5	2	0	1.2690e+00	NA	0	6	Moderate
RGS14	ENST00000408923	2	0	21	16	7	16	5.7600e-01	NA	0	6	Moderate
IL18BP	ENST00000404792	6	1	151	61	11	0	1.8190e+00	NA	0	3	Low
FAM175A	ENST00000321945	0	0	9	0	0	0	1.0070e+00	NA	0	2	Low
RTN4RL1	ENST00000331238	1	0	45	8	7	8	2.9700e-01	NA	0	7	High
ARMC6	ENST00000535612	0	0	51	0	6	0	1.2410e+00	NA	0	6	Moderate
HK3	ENST00000292432	0	0	15	0	6	0	1.1660e+00	NA	0	6	Moderate
OR4S1	ENST00000319988	0	0	0	0	0	0	1.8370e+00	NA	0	0	Unknown
PSMD5	ENST00000210313	0	0	7	0	4	0	1.0370e+00	NA	0	6	Moderate
RSU1	ENST00000377921	0	0	41	0	14	0	9.5300e-01	NA	0	6	Moderate
MAD2L1	ENST00000296509	0	0	48	0	20	0	9.3500e-01	NA	0	6	Moderate
EIF4A3	ENST00000269349	0	0	15	0	7	0	1.1900e-01	30	0	7	High
DLEC1	ENST00000308059	0	0	1	0	0	0	9.1100e-01	NA	0	2	Low
E4F1	ENST00000301727	0	1	5	0	2	0	4.7600e-01	NA	0	3	Low
C16orf62	ENST00000438132	0	0	6	0	4	0	5.7300e-01	NA	0	6	Moderate
CHMP2B	ENST00000263780	0	0	21	0	4	0	1.2160e+00	NA	0	6	Moderate
ACO2	ENST00000216254	0	0	3	0	0	0	4.1700e-01	NA	0	2	Low
CAMSAP1	ENST00000389532	0	0	5	0	1	0	2.3900e-01	NA	0	7	High
RPS21	ENST00000343986	0	0	4	0	4	0	1.0880e+00	NA	0	6	Moderate
ARID5A	ENST00000357485	0	0	3	0	3	0	3.5000e-01	NA	0	7	High
UBE2N	ENST00000318066	0	0	31	0	7	0	4.3100e-01	NA	0	4	Low
C7orf60	ENST00000297145	0	0	17	0	7	0	1.7000e-01	NA	0	7	High
IGSF8	ENST00000368086	0	2	15	0	12	0	1.0520e+00	NA	0	3	Low
MAGEB6	ENST00000379034	0	0	19	0	6	0	NA	NA	0	6	Moderate
ACAD11	ENST00000264990	3	0	71	31	5	8	8.8300e-01	NA	0	6	Moderate
LMO4	ENST00000370544	0	0	74	8	9	0	5.9500e-01	NA	0	6	Moderate
KLKB1	ENST00000264690	2	0	32	16	7	8	1.0040e+00	NA	0	6	Moderate
HDAC3	ENST00000305264	0	0	7	0	6	0	4.1200e-01	NA	0	6	Moderate
HP	ENST00000355906	0	0	4	0	3	0	1.0180e+00	NA	0	6	Moderate
SCHIP1	ENST00000445224	2	0	37	13	2	8	2.2700e-01	NA	0	7	High
CLCA1	ENST00000234701	4	2	67	37	10	0	7.2100e-01	NA	0	3	Low
C1orf112	ENST00000286031	7	0	90	52	0	0	7.3000e-01	NA	0	2	Low
OLFML2A	ENST00000373580	0	0	0	0	0	0	9.9600e-01	NA	0	0	Unknown
KIF19	ENST00000389916	1	0	15	8	7	8	9.7000e-01	NA	0	6	Moderate
HAPLN4	ENST00000291481	0	0	4	0	2	0	7.4300e-01	NA	0	6	Moderate
GOT2	ENST00000245206	0	0	16	0	7	0	6.2300e-01	NA	0	6	Moderate
RAB38	ENST00000243662	0	0	2	0	0	0	1.3560e+00	NA	0	2	Low
DCX	ENST00000338081	1	0	27	29	4	8	6.1600e-01	3	4	8	High
PPM1H	ENST00000228705	0	0	22	13	6	13	4.0200e-01	NA	0	6	Moderate
NFYC	ENST00000425457	0	0	15	0	4	0	4.9100e-01	NA	0	6	Moderate
KIN	ENST00000379562	0	0	8	0	4	0	7.3400e-01	NA	0	6	Moderate
PLSCR4	ENST00000354952	0	0	22	0	8	0	1.1530e+00	NA	0	6	Moderate
LGALS7B	ENST00000314980	0	0	0	0	0	0	1.4620e+00	NA	0	1	Unknown
KCNK10	ENST00000319231	0	0	56	0	12	0	6.7400e-01	NA	0	6	Moderate
ZNF738	ENST00000311015	1	0	30	8	4	0	1.1500e+00	NA	0	6	Moderate
EXOC1	ENST00000381295	0	0	37	0	2	0	4.7900e-01	NA	0	6	Moderate
FSTL5	ENST00000306100	0	0	75	0	4	0	6.3000e-01	NA	0	6	Moderate
OR6A2	ENST00000332601	0	0	29	5	0	0	1.1830e+00	NA	0	2	Low
OTOA	ENST00000388958	0	0	0	0	0	0	6.9200e-01	30	2	1	Unknown
AHRR	ENST00000316418	0	0	0	0	0	0	7.5000e-01	NA	0	1	Unknown
PDAP1	ENST00000350498	0	0	33	0	11	0	8.0600e-01	NA	0	6	Moderate
ZDHHC11B	ENST00000508859	0	0	0	0	0	0	1.6420e+00	NA	0	0	Unknown
ZAN	ENST00000546292	0	0	0	0	0	0	1.0510e+00	NA	0	0	Unknown
LY6G6E	ENST00000383418	0	0	0	0	0	0	1.9060e+00	NA	0	0	Unknown
MANF	ENST00000528157	0	3	29	0	21	0	1.4690e+00	NA	0	3	Low
EIF4E2	ENST00000258416	4	0	83	30	7	0	4.9500e-01	NA	0	6	Moderate
ZNF324	ENST00000536459	1	0	77	8	17	0	6.1000e-01	NA	0	6	Moderate
TTC13	ENST00000366661	0	0	0	0	0	0	5.1700e-01	NA	0	1	Unknown
CYP3A5	ENST00000222982	0	0	15	0	9	0	1.3870e+00	NA	0	6	Moderate
ENTPD7	ENST00000370489	1	0	27	8	8	8	8.7200e-01	NA	0	6	Moderate
GJB5	ENST00000338513	0	1	22	0	7	0	1.8250e+00	NA	0	3	Low
S100Z	ENST00000317593	1	0	35	8	10	0	1.6630e+00	NA	0	5	Low
ATP6AP1L	ENST00000380167	12	0	224	94	2	0	9.1500e-01	NA	0	6	Moderate
PDGFRB	ENST00000261799	1	0	61	8	10	0	3.2500e-01	NA	0	7	High
FHDC1	ENST00000511601	0	0	28	0	6	0	5.8500e-01	NA	0	6	Moderate
IL17D	ENST00000304920	1	0	10	8	5	8	1.5450e+00	NA	0	6	Moderate
OR56B4	ENST00000316529	1	1	8	8	3	8	1.8810e+00	NA	0	3	Low
VRK2	ENST00000435505	10	0	113	71	3	8	1.0380e+00	NA	0	6	Moderate
RDX	ENST00000405097	0	0	28	0	4	0	3.4800e-01	30	0	7	High
SLC34A3	ENST00000538474	1	1	29	8	11	0	1.3690e+00	NA	2	3	Low
JUND	ENST00000252818	0	0	7	0	7	0	7.5400e-01	NA	0	6	Moderate
CHRNB1	ENST00000306071	0	0	7	0	2	0	9.9600e-01	NA	0	6	Moderate
CAMK2B	ENST00000395749	0	0	2	0	1	0	3.6400e-01	NA	0	8	High
FETUB	ENST00000265029	0	0	10	0	3	0	1.3700e+00	NA	0	6	Moderate
RP1-66C13.4	ENST00000582441	0	0	4	0	3	0	1.5360e+00	NA	0	6	Moderate
CXorf23	ENST00000379687	0	0	7	0	5	0	4.2100e-01	NA	0	6	Moderate
MRTO4	ENST00000330263	0	1	31	0	16	0	2.3000e-01	NA	0	3	Low
TTC3	ENST00000399017	30	1	450	292	7	0	8.8500e-01	NA	0	3	Low
MUC2	ENST00000441003	0	0	1	0	0	0	4.2600e-01	NA	0	2	Low
NDUFB8	ENST00000299166	0	0	2	0	1	0	9.8300e-01	NA	0	6	Moderate
TMEM248	ENST00000341567	1	0	18	8	6	0	4.7700e-01	NA	0	6	Moderate
MYF5	ENST00000228644	0	0	16	0	5	0	1.2260e+00	NA	0	6	Moderate
SEMA3G	ENST00000231721	0	0	0	0	0	0	1.0370e+00	NA	0	0	Unknown
GRHL1	ENST00000324907	0	0	6	0	4	0	4.2800e-01	NA	0	6	Moderate
IL23A	ENST00000228534	0	0	25	0	11	0	7.1100e-01	NA	0	6	Moderate
WDR65	ENST00000528956	0	0	5	0	2	0	1.1120e+00	NA	0	6	Moderate
PSTK	ENST00000368887	1	0	57	8	6	0	9.7400e-01	NA	0	6	Moderate
STOML3	ENST00000379631	2	1	47	34	2	0	1.7270e+00	NA	0	3	Low
R3HDM2	ENST00000347140	2	0	32	24	8	8	1.7600e-01	NA	0	7	High
C5	ENST00000223642	0	0	3	0	1	0	6.9500e-01	NA	0	6	Moderate
SLC2A10	ENST00000359271	0	1	20	0	16	0	1.3940e+00	NA	2	3	Low
C3orf22	ENST00000318225	3	0	54	18	4	5	1.2750e+00	NA	0	6	Moderate
PAQR3	ENST00000512733	0	0	13	0	8	0	9.1600e-01	NA	0	6	Moderate
ANKRD26	ENST00000376087	2	0	19	13	7	8	7.3300e-01	NA	0	6	Moderate
MTRNR2L8	ENST00000536684	5	0	124	38	5	5	NA	NA	0	6	Moderate
HCRTR1	ENST00000403528	1	0	52	8	0	8	8.6500e-01	NA	0	6	Moderate
PSD2	ENST00000274710	1	0	15	8	6	8	6.0800e-01	NA	0	6	Moderate
ARHGEF26	ENST00000356448	0	0	28	0	4	0	9.9000e-01	NA	0	6	Moderate
TIGD2	ENST00000317005	0	0	26	0	1	0	8.7500e-01	NA	0	6	Moderate
AL391421.1	ENST00000372387	0	0	11	0	6	0	1.9050e+00	NA	0	5	Low
PREX2	ENST00000288368	1	0	14	5	6	5	6.1100e-01	NA	0	6	Moderate
SCRN1	ENST00000434476	0	1	5	0	3	0	6.9400e-01	NA	0	3	Low
COQ10A	ENST00000308197	1	0	24	8	9	8	1.1260e+00	NA	0	6	Moderate
AL161450.1	ENST00000601793	0	0	0	0	0	0	1.8880e+00	NA	0	0	Unknown
NUGGC	ENST00000413272	0	0	21	0	6	0	8.4700e-01	NA	0	6	Moderate
DDI2	ENST00000480945	0	0	13	0	5	0	2.0800e-01	NA	0	7	High
KIAA0930	ENST00000251993	0	0	15	0	7	0	8.4400e-01	NA	0	6	Moderate
UCN2	ENST00000273610	0	0	9	0	6	0	1.7790e+00	NA	0	5	Low
METTL7B	ENST00000394252	0	0	34	0	15	0	9.8500e-01	NA	0	6	Moderate
ZNF511	ENST00000361518	0	0	44	0	21	0	1.3130e+00	NA	0	6	Moderate
WDR16	ENST00000352665	0	0	10	0	3	0	1.2420e+00	NA	0	6	Moderate
ZMYM5	ENST00000382905	0	0	26	8	17	0	1.0410e+00	NA	0	6	Moderate
ZNF586	ENST00000396154	0	1	22	0	11	0	1.7910e+00	NA	0	3	Low
POLR3G	ENST00000399107	0	0	23	0	8	0	1.7300e+00	NA	0	5	Low
ZNF726	ENST00000594466	0	0	13	0	2	0	1.8870e+00	NA	0	5	Low
AC004076.7	ENST00000597410	0	0	0	0	0	0	1.7400e+00	NA	0	0	Unknown
TANK	ENST00000392749	2	1	27	16	1	8	4.0400e-01	NA	0	3	Low
RCAN1	ENST00000313806	0	0	9	0	6	0	1.0720e+00	0	0	6	Moderate
PELI3	ENST00000320740	0	0	12	0	6	0	6.5800e-01	NA	0	6	Moderate
LIMD2	ENST00000259006	0	0	9	0	1	0	1.0130e+00	NA	0	6	Moderate
TMEM189	ENST00000557021	0	0	14	0	8	0	6.6900e-01	NA	0	6	Moderate
NTN4	ENST00000343702	1	0	37	8	14	8	3.4400e-01	NA	0	7	High
CLEC2A	ENST00000455827	0	0	5	0	1	0	1.8410e+00	NA	0	5	Low
GPR135	ENST00000395116	0	1	4	0	3	0	1.5260e+00	NA	0	3	Low
DPYSL4	ENST00000338492	0	0	8	0	3	0	8.8900e-01	NA	0	6	Moderate
JAK2	ENST00000381652	2	0	55	24	15	8	3.4100e-01	NA	0	7	High
TSHZ1	ENST00000322038	1	1	74	32	2	0	2.4100e-01	NA	0	3	Low
TM9SF4	ENST00000398022	1	0	23	5	4	0	2.5000e-01	NA	0	7	High
ZNF264	ENST00000263095	0	0	47	0	16	0	9.9200e-01	0	0	6	Moderate
RP11-977G19.10	ENST00000549318	0	0	14	0	5	0	8.0500e-01	NA	0	6	Moderate
SIRPG	ENST00000303415	0	0	8	0	2	0	1.7470e+00	NA	0	5	Low
BICD1	ENST00000281474	0	0	6	0	0	0	5.7100e-01	NA	0	2	Low
HERC6	ENST00000264346	0	0	6	0	5	0	8.8700e-01	NA	0	6	Moderate
METTL5	ENST00000260953	0	0	37	0	5	0	1.2620e+00	NA	0	6	Moderate
CASP1	ENST00000533400	0	0	5	0	4	0	9.2400e-01	NA	0	6	Moderate
PRRT1	ENST00000211413	0	0	7	0	2	0	7.7200e-01	NA	0	6	Moderate
MYCL	ENST00000397332	0	0	8	0	2	0	6.6500e-01	NA	0	6	Moderate
PLA2G4C	ENST00000599111	0	0	39	0	7	0	1.0060e+00	NA	0	6	Moderate
ICA1L	ENST00000392237	1	0	21	8	1	8	6.4000e-01	NA	0	6	Moderate
TPTE2	ENST00000400230	0	0	6	8	4	0	9.4500e-01	NA	0	6	Moderate
OTUD7A	ENST00000307050	0	2	9	8	1	0	3.3300e-01	NA	0	3	Low
AQP11	ENST00000313578	0	0	28	0	14	0	1.3470e+00	NA	0	6	Moderate
APOA2	ENST00000367990	0	0	5	0	3	0	1.7180e+00	NA	0	5	Low
KALRN	ENST00000240874	1	1	28	8	12	8	1.5200e-01	NA	0	3	Low
SECTM1	ENST00000269389	1	0	37	8	11	0	1.0320e+00	NA	0	6	Moderate
IFNAR1	ENST00000270139	1	0	21	5	6	5	1.2110e+00	NA	0	6	Moderate
LAMTOR5	ENST00000256644	0	0	10	0	3	0	1.7710e+00	NA	0	5	Low
TALDO1	ENST00000319006	0	0	8	0	7	0	1.1140e+00	NA	0	6	Moderate
RAB11FIP4	ENST00000325874	1	0	14	8	5	8	2.8500e-01	NA	0	7	High
C5orf56	ENST00000337752	0	2	9	0	5	0	1.9110e+00	NA	0	3	Low
EIF5A	ENST00000336452	0	0	4	0	3	0	5.4300e-01	NA	0	6	Moderate
FAM49A	ENST00000381323	0	0	29	0	9	0	5.2600e-01	NA	0	6	Moderate
NEGR1	ENST00000357731	0	0	25	0	5	0	2.5300e-01	NA	0	7	High
YTHDC2	ENST00000161863	1	0	27	8	7	0	1.3100e-01	NA	0	7	High
EHD2	ENST00000263277	0	0	16	0	6	0	5.3800e-01	NA	0	6	Moderate
NCF1	ENST00000289473	0	0	0	0	0	0	1.1330e+00	30	0	1	Unknown
C6orf52	ENST00000259983	0	0	20	0	10	0	1.6590e+00	NA	0	5	Low
HOXA5	ENST00000222726	0	0	8	0	2	0	1.2270e+00	NA	0	6	Moderate
NUP133	ENST00000261396	0	0	12	0	5	0	4.4800e-01	NA	0	6	Moderate
SCRT2	ENST00000246104	1	0	47	13	3	0	3.8600e-01	NA	0	6	Moderate
XXYLT1	ENST00000310380	1	0	7	5	6	5	1.1110e+00	NA	0	6	Moderate
TPGS1	ENST00000359315	1	1	27	8	8	8	1.5620e+00	NA	0	3	Low
FGF12	ENST00000454309	1	0	89	29	2	0	5.3700e-01	NA	0	6	Moderate
NPIPB5	ENST00000424340	2	1	0	0	0	0	NA	NA	0	1	Unknown
SLMO2	ENST00000355937	0	0	20	0	11	0	7.8400e-01	NA	0	6	Moderate
SNTA1	ENST00000217381	0	0	20	0	9	0	7.0700e-01	NA	0	6	Moderate
CACNG2	ENST00000300105	6	1	115	42	2	0	3.7600e-01	NA	0	3	Low
GCM1	ENST00000259803	0	0	35	0	4	0	1.4900e-01	NA	0	7	High
HNRNPK	ENST00000376263	0	0	33	0	4	0	9.6000e-02	3	3	8	High
TLR5	ENST00000540964	4	0	63	45	5	0	1.3820e+00	NA	0	6	Moderate
TCFL5	ENST00000335351	0	0	1	0	1	0	2.5500e-01	NA	0	7	High
ELF1	ENST00000239882	0	1	51	12	5	5	5.8400e-01	NA	0	3	Low
AL354898.1	ENST00000277491	1	0	29	24	11	0	1.5800e+00	NA	0	5	Low
FPGT-TNNI3K	ENST00000557284	0	0	0	0	0	0	1.4250e+00	NA	0	1	Unknown
FAM129B	ENST00000373312	1	0	13	8	8	8	4.4600e-01	NA	0	6	Moderate
NCK2	ENST00000233154	0	0	49	5	4	0	5.4100e-01	NA	0	6	Moderate
RP11-497E19.2	ENST00000553678	2	0	9	26	2	8	1.7390e+00	NA	0	5	Low
OXA1L	ENST00000285848	0	0	0	0	0	0	1.0450e+00	NA	0	0	Unknown
HHIPL1	ENST00000330710	0	0	5	0	2	0	8.5100e-01	NA	0	6	Moderate
ZSCAN12	ENST00000361028	0	0	16	0	2	0	8.6600e-01	NA	0	6	Moderate
PSMD12	ENST00000356126	1	0	16	8	9	8	1.6200e-01	NA	0	7	High
HSCB	ENST00000216027	0	0	8	0	2	0	9.1000e-01	NA	0	6	Moderate
CLDN10	ENST00000299339	0	0	1	0	0	0	1.2240e+00	NA	0	2	Low
HPCAL4	ENST00000372844	2	0	32	24	9	8	1.6790e+00	NA	0	5	Low
RP11-105C20.2	ENST00000564533	0	0	28	0	3	0	1.3680e+00	NA	0	6	Moderate
ASZ1	ENST00000284629	0	0	8	8	7	0	9.6100e-01	NA	0	6	Moderate
MEX3D	ENST00000402693	0	0	0	0	0	0	3.6400e-01	NA	0	0	Unknown
AP000350.4	ENST00000406213	2	0	41	16	7	8	1.6920e+00	NA	0	5	Low
NFAT5	ENST00000432919	2	1	103	39	27	8	2.0500e-01	NA	0	3	Low
TAF1D	ENST00000448108	1	1	41	5	7	5	1.3460e+00	NA	0	3	Low
CCAR2	ENST00000308511	1	0	17	8	9	8	3.2300e-01	NA	0	7	High
DVL1	ENST00000378891	0	0	1	0	1	0	7.3300e-01	NA	0	6	Moderate
FBXO3	ENST00000265651	0	0	1	0	1	0	2.9300e-01	NA	0	7	High
PCED1A	ENST00000360652	3	0	56	24	9	8	6.0100e-01	NA	0	6	Moderate
SPDYE1	ENST00000258704	3	0	18	21	5	13	1.3730e+00	NA	0	6	Moderate
CMKLR1	ENST00000312143	0	0	52	24	5	0	1.2140e+00	NA	0	6	Moderate
TYMS	ENST00000323274	0	0	11	0	10	0	4.4700e-01	NA	0	6	Moderate
PEF1	ENST00000373703	0	0	4	0	3	0	1.0580e+00	NA	0	6	Moderate
ZNF750	ENST00000269394	5	0	117	68	5	0	4.1000e-01	NA	0	8	High
MCM5	ENST00000216122	1	0	14	8	5	8	5.6200e-01	NA	0	6	Moderate
MEGF11	ENST00000409699	0	0	16	0	6	0	1.1310e+00	NA	0	6	Moderate
KCNK7	ENST00000340313	2	0	20	16	9	16	1.6660e+00	NA	0	5	Low
